[[0, 0, 0.925, 0.024, 0.092, 0.16, 0.875, 0.13, 0.064, 0.16], [1, 1, 1, 0, 1, 1], 0, [0, 0, 0.875, 0.028, 0.099, 0.17, 0.875, 0.144, 0.063, 0.17]]
[[0, 0, 0.875, 0.028, 0.099, 0.17, 0.875, 0.144, 0.063, 0.17], [1, 1, 1, 0, 1, 0], 0, [0, 0, 0.85, 0.032, 0.067, 0.18, 0.875, 0.156, 0.062, 0.18]]
[[0, 0, 0.85, 0.032, 0.067, 0.18, 0.875, 0.156, 0.062, 0.18], [1, 1, 1, 0, 0, 0], 0, [0, 0, 0.8, 0.036, 0.11, 0.19, 0.875, 0.17, 0.062, 0.19]]
[[0, 0, 0.8, 0.036, 0.11, 0.19, 0.875, 0.17, 0.062, 0.19], [1, 1, 1, 0, 1, 0], 0, [0, 0, 0.8, 0.022, 0.085, 0.2, 0.875, 0.148, 0.11199999999999999, 0.2]]
[[0, 0, 0.8, 0.022, 0.085, 0.2, 0.875, 0.148, 0.11199999999999999, 0.2], [1, 1, 1, 0, 1, 0], 0, [0, 0, 0.725, 0.026, 0.10400000000000001, 0.21, 0.875, 0.16, 0.127, 0.21]]
[[0, 0, 0.725, 0.026, 0.10400000000000001, 0.21, 0.875, 0.16, 0.127, 0.21], [1, 1, 1, 0, 1, 0], 0, [0, 0, 0.65, 0.03, 0.081, 0.22, 0.875, 0.176, 0.115, 0.22]]
[[0, 0, 0.65, 0.03, 0.081, 0.22, 0.875, 0.176, 0.115, 0.22], [1, 1, 1, 0, 1, 1], 0, [0, 0, 0.65, 0.034, 0.10099999999999999, 0.23, 0.875, 0.186, 0.196, 0.23]]
[[0, 0, 0.65, 0.034, 0.10099999999999999, 0.23, 0.875, 0.186, 0.196, 0.23], [1, 1, 1, 0, 1, 0], 0, [0, 0, 0.525, 0.038, 0.078, 0.24, 0.875, 0.206, 0.122, 0.24]]
[[0, 0, 0.525, 0.038, 0.078, 0.24, 0.875, 0.206, 0.122, 0.24], [1, 1, 1, 0, 1, 0], 0, [0, 0, 0.525, 0.024, 0.099, 0.25, 0.875, 0.216, 0.20199999999999999, 0.25]]
[[0, 0, 0.525, 0.024, 0.099, 0.25, 0.875, 0.216, 0.20199999999999999, 0.25], [1, 1, 1, 0, 1, 1], 0, [0, 0, 0.375, 0.028, 0.114, 0.26, 0.875, 0.238, 0.127, 0.26]]
[[0, 0, 0.375, 0.028, 0.114, 0.26, 0.875, 0.238, 0.127, 0.26], [1, 1, 1, 0, 0, 1], 0, [0, 0, 0.275, 0.032, 0.08800000000000001, 0.27, 0.875, 0.256, 0.115, 0.27]]
[[0, 0, 0.275, 0.032, 0.08800000000000001, 0.27, 0.875, 0.256, 0.115, 0.27], [1, 1, 1, 0, 1, 1], 0, [0, 0, 0.275, 0.036, 0.106, 0.28, 0.875, 0.266, 0.114, 0.28]]
[[0, 0, 0.275, 0.036, 0.106, 0.28, 0.875, 0.266, 0.114, 0.28], [1, 1, 1, 0, 0, 1], 0, [0, 0, 0.225, 0.022, 0.08199999999999999, 0.29, 0.875, 0.276, 0.128, 0.29]]
[[0, 0, 0.225, 0.022, 0.08199999999999999, 0.29, 0.875, 0.276, 0.128, 0.29], [1, 1, 1, 0, 0, 0], 0, [0, 0, 0.125, 0.026, 0.141, 0.3, 0.875, 0.294, 0.126, 0.3]]
[[0, 0, 0.125, 0.026, 0.141, 0.3, 0.875, 0.294, 0.126, 0.3], [1, 1, 1, 0, 1, 1], -1, [0, 0, 0.125, 0.03, 0.126, 0.31, 0.875, 0.304, 0.125, 0.31]]
[[0, 0, 0.125, 0.03, 0.126, 0.31, 0.875, 0.304, 0.125, 0.31], [1, 1, 1, 0, 0, 0], -1, None]
 0, [0, 0, 1.0, 0.054, 0.098, 0.32, 0.55, 0.342, 0.312, 0.32]]
[[0, 0, 1.0, 0.054, 0.098, 0.32, 0.55, 0.342, 0.312, 0.32], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.054, 0.086, 0.33, 0.55, 0.352, 0.317, 0.33]]
[[0, 0, 1.0, 0.054, 0.086, 0.33, 0.55, 0.352, 0.317, 0.33], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.054, 0.115, 0.34, 0.55, 0.362, 0.32, 0.34]]
[[0, 0, 1.0, 0.054, 0.115, 0.34, 0.55, 0.362, 0.32, 0.34], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.054, 0.099, 0.35, 0.55, 0.372, 0.32299999999999995, 0.35]]
[[0, 0, 1.0, 0.054, 0.099, 0.35, 0.55, 0.372, 0.32299999999999995, 0.35], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.058, 0.087, 0.36, 0.55, 0.382, 0.325, 0.36]]
[[0, 0, 1.0, 0.058, 0.087, 0.36, 0.55, 0.382, 0.325, 0.36], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.068, 0.115, 0.37, 0.55, 0.392, 0.326, 0.37]]
[[0, 0, 1.0, 0.068, 0.115, 0.37, 0.55, 0.392, 0.326, 0.37], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.078, 0.099, 0.38, 0.55, 0.402, 0.327, 0.38]]
[[0, 0, 1.0, 0.078, 0.099, 0.38, 0.55, 0.402, 0.327, 0.38], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.088, 0.087, 0.39, 0.55, 0.412, 0.32799999999999996, 0.39]]
[[0, 0, 1.0, 0.088, 0.087, 0.39, 0.55, 0.412, 0.32799999999999996, 0.39], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.098, 0.125, 0.4, 0.55, 0.422, 0.33799999999999997, 0.4]]
[[0, 0, 1.0, 0.098, 0.125, 0.4, 0.55, 0.422, 0.33799999999999997, 0.4], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.108, 0.10099999999999999, 0.41, 0.55, 0.432, 0.34600000000000003, 0.41]]
[[0, 0, 1.0, 0.108, 0.10099999999999999, 0.41, 0.55, 0.432, 0.34600000000000003, 0.41], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.118, 0.098, 0.42, 0.55, 0.442, 0.35200000000000004, 0.42]]
[[0, 0, 1.0, 0.118, 0.098, 0.42, 0.55, 0.442, 0.35200000000000004, 0.42], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.128, 0.096, 0.43, 0.55, 0.452, 0.35700000000000004, 0.43]]
[[0, 0, 1.0, 0.128, 0.096, 0.43, 0.55, 0.452, 0.35700000000000004, 0.43], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.138, 0.095, 0.44, 0.55, 0.462, 0.36, 0.44]]
[[0, 0, 1.0, 0.138, 0.095, 0.44, 0.55, 0.462, 0.36, 0.44], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.148, 0.094, 0.45, 0.55, 0.472, 0.363, 0.45]]
[[0, 0, 1.0, 0.148, 0.094, 0.45, 0.55, 0.472, 0.363, 0.45], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.158, 0.09300000000000001, 0.46, 0.55, 0.482, 0.365, 0.46]]
[[0, 0, 1.0, 0.158, 0.09300000000000001, 0.46, 0.55, 0.482, 0.365, 0.46], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.168, 0.092, 0.47, 0.55, 0.492, 0.366, 0.47]]
[[0, 0, 1.0, 0.168, 0.092, 0.47, 0.55, 0.492, 0.366, 0.47], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.178, 0.092, 0.48, 0.55, 0.502, 0.36700000000000005, 0.48]]
[[0, 0, 1.0, 0.178, 0.092, 0.48, 0.55, 0.502, 0.36700000000000005, 0.48], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.18, 0.102, 0.49, 0.55, 0.512, 0.368, 0.49]]
[[0, 0, 1.0, 0.18, 0.102, 0.49, 0.55, 0.512, 0.368, 0.49], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.182, 0.129, 0.5, 0.55, 0.522, 0.379, 0.5]]
[[0, 0, 1.0, 0.182, 0.129, 0.5, 0.55, 0.522, 0.379, 0.5], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.192, 0.134, 0.51, 0.55, 0.532, 0.387, 0.51]]
[[0, 0, 1.0, 0.192, 0.134, 0.51, 0.55, 0.532, 0.387, 0.51], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.202, 0.138, 0.52, 0.55, 0.542, 0.39299999999999996, 0.52]]
[[0, 0, 1.0, 0.202, 0.138, 0.52, 0.55, 0.542, 0.39299999999999996, 0.52], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.212, 0.141, 0.53, 0.55, 0.552, 0.397, 0.53]]
[[0, 0, 1.0, 0.212, 0.141, 0.53, 0.55, 0.552, 0.397, 0.53], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.222, 0.14300000000000002, 0.54, 0.55, 0.562, 0.4, 0.54]]
[[0, 0, 1.0, 0.222, 0.14300000000000002, 0.54, 0.55, 0.562, 0.4, 0.54], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.232, 0.145, 0.55, 0.55, 0.572, 0.40299999999999997, 0.55]]
[[0, 0, 1.0, 0.232, 0.145, 0.55, 0.55, 0.572, 0.40299999999999997, 0.55], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.242, 0.146, 0.56, 0.55, 0.582, 0.405, 0.56]]
[[0, 0, 1.0, 0.242, 0.146, 0.56, 0.55, 0.582, 0.405, 0.56], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.252, 0.147, 0.57, 0.55, 0.592, 0.406, 0.57]]
[[0, 0, 1.0, 0.252, 0.147, 0.57, 0.55, 0.592, 0.406, 0.57], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.262, 0.14800000000000002, 0.58, 0.55, 0.602, 0.40700000000000003, 0.58]]
[[0, 0, 1.0, 0.262, 0.14800000000000002, 0.58, 0.55, 0.602, 0.40700000000000003, 0.58], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.272, 0.149, 0.59, 0.55, 0.612, 0.408, 0.59]]
[[0, 0, 1.0, 0.272, 0.149, 0.59, 0.55, 0.612, 0.408, 0.59], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.282, 0.159, 0.6, 0.55, 0.622, 0.419, 0.6]]
[[0, 0, 1.0, 0.282, 0.159, 0.6, 0.55, 0.622, 0.419, 0.6], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.292, 0.152, 0.61, 0.55, 0.632, 0.42700000000000005, 0.61]]
[[0, 0, 1.0, 0.292, 0.152, 0.61, 0.55, 0.632, 0.42700000000000005, 0.61], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.302, 0.147, 0.62, 0.55, 0.642, 0.433, 0.62]]
[[0, 0, 1.0, 0.302, 0.147, 0.62, 0.55, 0.642, 0.433, 0.62], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.312, 0.14800000000000002, 0.63, 0.55, 0.652, 0.43700000000000006, 0.63]]
[[0, 0, 1.0, 0.312, 0.14800000000000002, 0.63, 0.55, 0.652, 0.43700000000000006, 0.63], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.314, 0.159, 0.64, 0.55, 0.662, 0.44, 0.64]]
[[0, 0, 1.0, 0.314, 0.159, 0.64, 0.55, 0.662, 0.44, 0.64], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.324, 0.152, 0.65, 0.55, 0.672, 0.44299999999999995, 0.65]]
[[0, 0, 1.0, 0.324, 0.152, 0.65, 0.55, 0.672, 0.44299999999999995, 0.65], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.334, 0.147, 0.66, 0.55, 0.682, 0.445, 0.66]]
[[0, 0, 1.0, 0.334, 0.147, 0.66, 0.55, 0.682, 0.445, 0.66], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.344, 0.158, 0.67, 0.55, 0.692, 0.446, 0.67]]
[[0, 0, 1.0, 0.344, 0.158, 0.67, 0.55, 0.692, 0.446, 0.67], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.354, 0.151, 0.68, 0.55, 0.702, 0.447, 0.68]]
[[0, 0, 1.0, 0.354, 0.151, 0.68, 0.55, 0.702, 0.447, 0.68], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.364, 0.146, 0.69, 0.55, 0.712, 0.44799999999999995, 0.69]]
[[0, 0, 1.0, 0.364, 0.146, 0.69, 0.55, 0.712, 0.44799999999999995, 0.69], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.374, 0.157, 0.7, 0.55, 0.722, 0.45899999999999996, 0.7]]
[[0, 0, 1.0, 0.374, 0.157, 0.7, 0.55, 0.722, 0.45899999999999996, 0.7], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.376, 0.16, 0.71, 0.55, 0.732, 0.467, 0.71]]
[[0, 0, 1.0, 0.376, 0.16, 0.71, 0.55, 0.732, 0.467, 0.71], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.386, 0.163, 0.72, 0.55, 0.742, 0.473, 0.72]]
[[0, 0, 1.0, 0.386, 0.163, 0.72, 0.55, 0.742, 0.473, 0.72], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.396, 0.165, 0.73, 0.55, 0.752, 0.47700000000000004, 0.73]]
[[0, 0, 1.0, 0.396, 0.165, 0.73, 0.55, 0.752, 0.47700000000000004, 0.73], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.406, 0.166, 0.74, 0.55, 0.762, 0.48, 0.74]]
[[0, 0, 1.0, 0.406, 0.166, 0.74, 0.55, 0.762, 0.48, 0.74], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.416, 0.16699999999999998, 0.75, 0.55, 0.772, 0.483, 0.75]]
[[0, 0, 1.0, 0.416, 0.16699999999999998, 0.75, 0.55, 0.772, 0.483, 0.75], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.426, 0.168, 0.76, 0.55, 0.782, 0.485, 0.76]]
[[0, 0, 1.0, 0.426, 0.168, 0.76, 0.55, 0.782, 0.485, 0.76], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.436, 0.16899999999999998, 0.77, 0.55, 0.792, 0.486, 0.77]]
[[0, 0, 1.0, 0.436, 0.16899999999999998, 0.77, 0.55, 0.792, 0.486, 0.77], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.446, 0.159, 0.78, 0.55, 0.802, 0.48700000000000004, 0.78]]
[[0, 0, 1.0, 0.446, 0.159, 0.78, 0.55, 0.802, 0.48700000000000004, 0.78], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.448, 0.162, 0.79, 0.55, 0.812, 0.488, 0.79]]
[[0, 0, 1.0, 0.448, 0.162, 0.79, 0.55, 0.812, 0.488, 0.79], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.458, 0.174, 0.8, 0.55, 0.822, 0.499, 0.8]]
[[0, 0, 1.0, 0.458, 0.174, 0.8, 0.55, 0.822, 0.499, 0.8], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.468, 0.183, 0.81, 0.55, 0.832, 0.507, 0.81]]
[[0, 0, 1.0, 0.468, 0.183, 0.81, 0.55, 0.832, 0.507, 0.81], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.478, 0.152, 0.82, 0.55, 0.842, 0.513, 0.82]]
[[0, 0, 1.0, 0.478, 0.152, 0.82, 0.55, 0.842, 0.513, 0.82], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.488, 0.16699999999999998, 0.83, 0.55, 0.852, 0.517, 0.83]]
[[0, 0, 1.0, 0.488, 0.16699999999999998, 0.83, 0.55, 0.852, 0.517, 0.83], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.498, 0.17800000000000002, 0.84, 0.55, 0.862, 0.52, 0.84]]
[[0, 0, 1.0, 0.498, 0.17800000000000002, 0.84, 0.55, 0.862, 0.52, 0.84], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.508, 0.18600000000000003, 0.85, 0.55, 0.872, 0.523, 0.85]]
[[0, 0, 1.0, 0.508, 0.18600000000000003, 0.85, 0.55, 0.872, 0.523, 0.85], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.518, 0.155, 0.86, 0.55, 0.882, 0.525, 0.86]]
[[0, 0, 1.0, 0.518, 0.155, 0.86, 0.55, 0.882, 0.525, 0.86], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.528, 0.16899999999999998, 0.87, 0.55, 0.892, 0.526, 0.87]]
[[0, 0, 1.0, 0.528, 0.16899999999999998, 0.87, 0.55, 0.892, 0.526, 0.87], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.538, 0.179, 0.88, 0.55, 0.902, 0.527, 0.88]]
[[0, 0, 1.0, 0.538, 0.179, 0.88, 0.55, 0.902, 0.527, 0.88], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.548, 0.187, 0.89, 0.55, 0.912, 0.528, 0.89]]
[[0, 0, 1.0, 0.548, 0.187, 0.89, 0.55, 0.912, 0.528, 0.89], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.558, 0.165, 0.9, 0.55, 0.922, 0.539, 0.9]]
[[0, 0, 1.0, 0.558, 0.165, 0.9, 0.55, 0.922, 0.539, 0.9], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.568, 0.18600000000000003, 0.91, 0.55, 0.932, 0.547, 0.91]]
[[0, 0, 1.0, 0.568, 0.18600000000000003, 0.91, 0.55, 0.932, 0.547, 0.91], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.578, 0.165, 0.92, 0.55, 0.942, 0.5529999999999999, 0.92]]
[[0, 0, 1.0, 0.578, 0.165, 0.92, 0.55, 0.942, 0.5529999999999999, 0.92], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.588, 0.18600000000000003, 0.93, 0.55, 0.952, 0.557, 0.93]]
[[0, 0, 1.0, 0.588, 0.18600000000000003, 0.93, 0.55, 0.952, 0.557, 0.93], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.598, 0.165, 0.94, 0.55, 0.962, 0.56, 0.94]]
[[0, 0, 1.0, 0.598, 0.165, 0.94, 0.55, 0.962, 0.56, 0.94], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.608, 0.18600000000000003, 0.95, 0.55, 0.972, 0.563, 0.95]]
[[0, 0, 1.0, 0.608, 0.18600000000000003, 0.95, 0.55, 0.972, 0.563, 0.95], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.618, 0.165, 0.96, 0.55, 0.982, 0.565, 0.96]]
[[0, 0, 1.0, 0.618, 0.165, 0.96, 0.55, 0.982, 0.565, 0.96], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.628, 0.18600000000000003, 0.97, 0.55, 0.992, 0.5660000000000001, 0.97]]
[[0, 0, 1.0, 0.628, 0.18600000000000003, 0.97, 0.55, 0.992, 0.5660000000000001, 0.97], [1, 1, 1, 0, 0, 1], 0, [0, 0, 1.0, 0.638, 0.165, 0.98, 0.55, 1.002, 0.5670000000000001, 0.98]]
[[0, 0, 1.0, 0.638, 0.165, 0.98, 0.55, 1.002, 0.5670000000000001, 0.98], [1, 1, 1, 0, 0, 1], 1, [0, 0, 1.0, 0.648, 0.18600000000000003, 0.99, 0.55, 1.012, 0.568, 0.99]]
[[0, 0, 1.0, 0.648, 0.18600000000000003, 0.99, 0.55, 1.012, 0.568, 0.99], [1, 1, 1, 0, 0, 1], 1, None]
